,lat,lon
0,41.81000000001645,-72.2479999999919
1,41.80799999999954,-72.25099999999962
2,41.80900000000013,-72.24899999999904
3,41.808000000001655,-72.25
4,41.80700000000064,-72.25399999999505
5,41.80900000000001,-72.25600000000055
6,41.808000000000646,-72.25600000000074
7,41.78300000000001,-72.54200000000002
8,41.782999999996555,-72.54099999999535
9,41.78399999999967,-72.54099999999808
10,41.781,-72.54700000000011
11,41.780999999999956,-72.54600000000013
12,41.779999999999994,-72.54700000000001
13,41.69399999999999,-72.65599999999996
14,41.69399999999999,-72.65699999999998
15,41.735,-72.69899999999998
16,41.688000000000024,-72.77
17,41.687999999999995,-72.76899999999999
18,41.78300000000001,-72.53999999999999
19,41.80699999999991,-72.54500000000006
20,41.807,-72.544
21,41.80700000000066,-72.24900000000657
22,41.80800000000045,-72.24899999999981
23,41.8070000000006,-72.25100000000096
24,41.80900000000067,-72.25400000000073
25,41.807000000000095,-72.25700000000003
26,41.809000000000275,-72.25699999999972
27,41.80700000000064,-72.25299999999747
28,41.80599999999786,-72.25200000000036
29,41.80599999999862,-72.25100000000063
30,41.80700000000065,-72.25200000000217
31,41.80900000000039,-72.25899999999874
32,41.80899999999978,-72.26099999999954
33,41.80600000000003,-72.24699999999967
34,41.80800000000064,-72.25499999999937
35,41.810000000000024,-72.25800000000004
36,41.808999999999976,-72.26200000000004
37,41.784,-72.54200000000002
38,41.777,-72.54899999999999
39,41.77199999999999,-72.54899999999999
40,41.78299999999995,-72.52300000000004
41,41.80799999999912,-72.25299999999807
42,41.80700000000062,-72.2550000000022
43,41.78099999999998,-72.53999999999998
44,41.779999999999994,-72.54199999999994
45,41.805000000000206,-72.24599999999943
46,41.805999999998946,-72.24899999999998
47,41.80800000000007,-72.25799999999984
48,41.80599999999865,-72.25299999999801
49,41.8089999999999,-72.24799999999969
50,41.80800000000051,-72.24799999999962
51,41.80700000000062,-72.25
52,41.809999999999114,-72.24700000000203
53,41.81199999999991,-72.25100000000016
54,41.80500000000024,-72.24799999999964
55,41.811000000000526,-72.25099999999895
56,41.81399999999997,-72.253
57,41.81400000000002,-72.25500000000007
58,41.81300000000009,-72.25100000000016
59,41.80599999999976,-72.25499999999903
60,41.80700000000055,-72.25599999999957
61,41.804999999999836,-72.2449999999985
62,41.807000000000656,-72.24699999999906
63,41.80499999999455,-72.2440000000039
64,41.806000000000225,-72.2459999999994
65,41.80599999999764,-72.24399999999356
66,41.809000000000026,-72.24699999999997
67,41.806999999999846,-72.24599999999974
68,41.806000000001006,-72.24499999999662
69,41.801999999999786,-72.24199999999952
70,41.80499999999998,-72.27199999999995
71,41.80400000000008,-72.24599999999934
72,41.80399999999828,-72.24800000000262
73,41.80499999999587,-72.25799999999894
74,41.805999999998996,-72.25799999999282
75,41.80700000000053,-72.24500000000081
76,41.80399999999836,-72.24700000000198
77,41.797000000000004,-72.418
78,41.80399999999999,-72.303
79,41.803000000000004,-72.25800000000001
80,41.79999999999997,-72.25500000000007
81,41.79999999999998,-72.25700000000005
82,41.80300000000004,-72.25500000000008
83,41.80499999999935,-72.25299999999785
84,41.80299999999991,-72.24199999999972
85,41.809999999999974,-72.26
86,41.82799999999998,-72.26700000000001
87,41.338999999999984,-72.95900000000003
88,41.187999999999995,-73.12799999999999
89,41.804999999996866,-72.2470000000025
90,41.80300000000001,-72.25599999999999
91,41.805999999999635,-72.25900000000365
92,41.804000000001274,-72.25
93,41.80400000000272,-72.24899999999946
94,41.80399999999854,-72.25199999999712
95,41.804000000000016,-72.259
96,41.8059999999993,-72.25400000000073
97,41.80599999999893,-72.25699999999875
98,41.80499999999513,-72.25
99,41.80500000000016,-72.25100000000018
100,41.80500000000018,-72.24899999999982
101,41.80400000000008,-72.25100000000019
102,41.80499999999632,-72.25899999999679
103,41.80300000000001,-72.25700000000005
104,41.80400000000002,-72.25500000000007
105,41.80800000000043,-72.25200000000038
106,41.80200000000001,-72.256
107,41.8050000000002,-72.25200000000035
108,41.80499999999999,-72.25500000000008
109,41.80400000000007,-72.24499999999998
110,41.80499999999866,-72.24300000000014
111,41.80500000000008,-72.24200000000015
112,41.13500000000017,-73.33400000000029
113,41.115,-73.35099999999998
114,41.807000000000535,-72.24399999999991
115,41.806000000000296,-72.24799999999964
116,41.80600000000014,-72.24299999999958
117,41.80299999999998,-72.25299999999996
118,41.805000000000106,-72.25400000000029
119,41.805999999998114,-72.25599999999685
120,41.80600000000001,-72.26
121,41.80300000000005,-72.24800000000003
122,41.805000000000085,-72.25699999999976
123,41.80300000000003,-72.24600000000004
124,41.80400000000194,-72.25300000000442
125,41.802000000000014,-72.241
126,41.801000000000016,-72.24399999999997
