,lat,lon
0,41.803463524836545,-72.25234561334865
1,41.807044486151554,-72.25358814620768
2,41.80334900000002,-72.2502118
3,41.804018756224025,-72.24862335704672
4,41.80656801,-72.24578304
5,41.805863998152866,-72.24877078687904
6,41.80534360402439,-72.24558504329275
7,41.80746790547439,-72.25301146993664
8,41.80885573899999,-72.25212379999999
9,41.8045615860465,-72.2507702441861
10,41.80424940000005,-72.25100030000006
11,41.80418057210427,-72.24906925439957
12,41.806458802029034,-72.24921485739132
13,41.8061032,-72.2490552
14,41.8059784500001,-72.24717455000028
15,41.80420830000002,-72.24971989999996
16,41.80594888678091,-72.25302430605117
17,41.80769009999996,-72.2516922
18,41.80813479999993,-72.25768265000004
19,41.80512146666662,-72.25462435814822
20,41.8048890157728,-72.25350007305919
21,41.80914014757736,-72.25676770131736
22,41.80875893777778,-72.25551613166668
23,41.804962391913875,-72.25292480712898
24,41.80463385098243,-72.25284802493357
25,41.80587158756843,-72.2522412949573
26,41.805848700000006,-72.2481762
27,41.80496146365126,-72.24466351756568
28,41.8065704,-72.2442865
29,41.81132529959999,-72.25377951400003
30,41.803938150000135,-72.2504982999999
31,41.806054982461504,-72.25378646700004
32,41.80388778815056,-72.25156530191781
33,41.80673103333332,-72.25602021568625
34,41.811153,-72.25692000000001
35,41.808395589999996,-72.2555071
36,41.806243,-72.25494419999997
37,41.80467422722793,-72.2523858712875
38,41.80636300000001,-72.25530059999993
39,41.808332374999836,-72.25715104999952
40,41.81002549752197,-72.25612787049542
41,41.8049191,-72.24534855
42,41.804966700000016,-72.24761059999994
43,41.80402670000001,-72.25068929999999
44,41.805435995,-72.24845515999998
45,41.80887101604077,-72.25495984027239
46,41.803084187500005,-72.24906981250001
47,41.80531034,-72.24956410000001
48,41.81011470548375,-72.25590330814508
49,41.80811374999997,-72.25290630000012
50,41.805710023684206,-72.25357114276324
51,41.805059293990425,-72.24308917716353
52,41.80444566220927,-72.2433177684883
53,41.80561211818181,-72.24433447272723
54,41.80740637446647,-72.25480088774654
