,lat,lon
0,41.837922259319434,-72.29344677981942
1,41.80968684441078,-72.25760210060416
2,41.78050606579961,-72.30968632534012
3,41.8089652099999,-72.25646322000009
4,41.80906074999997,-72.25659590000002
5,41.80903863843751,-72.25641701999999
6,41.80917468720684,-72.25647096664503
7,41.80953775384622,-72.25695046282043
8,41.80939905108094,-72.25675149353363
9,41.80550749999997,-72.25974970000013
10,41.81010589015143,-72.25683634545463
11,41.80970865000001,-72.25657450000007
12,41.809855085714275,-72.25678000714286
13,41.81006624285731,-72.25668857415026
14,41.809626432857144,-72.25705483714285
15,41.810317243636426,-72.2562694090908
16,41.810866869230786,-72.25580237692306
17,41.81054644999998,-72.25571533863643
18,41.81064622631582,-72.25546245394737
19,41.81060509999998,-72.25539195000007
20,41.80672170000001,-72.25700129999998
21,41.81004148571421,-72.25774916071413
22,41.80819135000001,-72.25770009999998
23,41.804881399999836,-72.25349640000034
24,41.80495486500004,-72.2534843000001
25,41.804641544999974,-72.25289499999991
26,41.80339487591964,-72.25234862608269
27,41.80377155585102,-72.25241010638308
28,41.803655956111115,-72.25229565611113
29,41.803452877181115,-72.25231027785236
30,41.80361119929473,-72.25242626845315
31,41.80361329926725,-72.2525349062268
32,41.804009658860075,-72.25241530676442
33,41.80371276702985,-72.25240568133462
34,41.80357382307696,-72.25227077435899
35,41.4466695299998,-71.49100768000044
36,41.44688203599999,-71.49102853499998
37,41.447161031590916,-71.49112798727272
38,41.80920446666668,-72.25661281666667
39,41.808878320000055,-72.25726469000001
40,41.8094042851852,-72.25692194629622
41,41.809763508269256,-72.25753609711529
42,41.80992980780146,-72.25735057723426
43,41.81011558931819,-72.25747475522726
44,41.810203308425855,-72.2575902902779
45,41.80790337000002,-72.256273855
46,41.80671343999999,-72.25316879999997
47,41.80694279999996,-72.2539861
48,41.807271517142844,-72.25341049714284
49,41.807225621190504,-72.25380375916671
50,41.807172416455636,-72.25373235569599
51,41.80723718999993,-72.25308010000002
52,41.8067616,-72.25377683000005
53,41.8095028730769,-72.25538883538466
54,41.809019600000035,-72.25567070000004
55,41.80965248500001,-72.25736804083333
56,41.816432759999834,-72.2569827200003
57,41.813446200000016,-72.25438723
58,41.813446199999916,-72.25409779999991
59,41.805343,-72.24558530000002
60,41.80424940000003,-72.25100030000002
61,41.80343300000002,-72.25224410000004
62,41.80608370000001,-72.25371245999999
63,41.80634119999998,-72.25419029999998
64,41.80733362,-72.25418388000001
65,41.808245199999995,-72.25602219999999
66,41.810615410000004,-72.25501254999999
67,41.81023881581394,-72.25532008325577
68,41.81049765,-72.25507089999999
69,41.81270599999998,-72.25415949999991
70,41.81041079999999,-72.25715109999999
71,41.810436155000005,-72.25704936499982
72,41.807457989999996,-72.25483800000002
73,41.806332600000005,-72.25832190000003
74,41.80698409999998,-72.25423615
75,41.8042094,-72.255677
76,41.80742770000003,-72.25335759999994
77,41.80719920000001,-72.25389059999999
78,41.80738887375,-72.25369014437501
79,41.8072301,-72.25330975600002
80,41.807632000000005,-72.25502299999997
81,41.81392155999993,-72.25419640000004
82,41.809390935,-72.25489858999993
83,41.80652910000015,-72.25211389999953
84,41.80676979999999,-72.25224150000001
85,41.81043,-72.2548325
86,41.80872260500001,-72.257067615
87,41.81051312,-72.25604080000019
88,41.81035760000002,-72.25587275
89,41.809443030000004,-72.25547297999998
90,41.80512439933718,-72.24346034843384
91,41.80526456787879,-72.24309045545458
